,Time,Age,Gender,City,Seniority level,Position,Experience,Language,Brutto,Bonus,Vacation,WFH,Language@Work,Company name,Company size,Company type,Сontract duration,Company business sector,Employment status
340,15/12/2018 16:14:24,39.0,M,Berlin,Senior,IT Administration,6.0,,52000.0,,,,English,,50-100,Product,,,
341,15/12/2018 16:19:41,30.0,M,Berlin,Senior,Data Engineer,5.0,,65000.0,,,,English,,100-1000,Startup,,,
342,15/12/2018 16:20:04,,M,Berlin,Senior,Data Engineer,8.0,,80000.0,,,,English,,1000+,Product,,,
343,15/12/2018 16:32:01,33.0,M,Stuttgart,Middle,Java Developer,8.0,,68000.0,,,,Deutsch,,100-1000,Product,,,
344,15/12/2018 16:57:43,36.0,M,Dublin ,Senior,iOS developer ,7.0,,90000.0,,,,English,,50-100,Product,,,
345,15/12/2018 17:15:31,30.0,M,München,Middle,Data Scientist,6.0,,80000.0,,,,English,,1000+,Product,,,
346,15/12/2018 17:33:01,28.0,M,Amsterdam,Senior,Scala\Java,10.0,,80000.0,,,,English,,10-50,Startup,,,
347,15/12/2018 17:48:02,32.0,M,München,Senior,Full-Stack Web Developer,7.0,,65000.0,,,,English,,100-1000,Product,,,
348,15/12/2018 18:02:36,30.0,M,Amsterdam,Senior,Go Developer,10.0,,70000.0,,,,Russian,,50-100,Product,,,
349,15/12/2018 18:14:51,30.0,F,München,Senior,ios developer,7.0,,60000.0,,,,English,,10-50,Startup,,,
350,15/12/2018 18:29:11,32.0,M,München,Senior,Senior Fullstack,10.0,,60000.0,,,,English,,100-1000,Product,,,
351,15/12/2018 18:37:23,30.0,M,Berlin,Middle,Java Software Engineer ,4.0,,55000.0,,,,English,,100-1000,Product,,,
352,15/12/2018 19:24:59,,M,München,Senior,Senior Web Developer ,8.0,,65000.0,,,,Deutsch,,10-50,Product,,,
353,15/12/2018 19:51:12,25.0,M,Karlsruhe,Middle,Android Developer,2.0,,52000.0,,,,Deutsch,,10-50,Agency,,,
354,15/12/2018 20:17:25,43.0,M,Berlin,Senior,Software Engineer,20.0,,75000.0,,,,Deutsch,,1000+,Agency,,,
355,15/12/2018 20:26:59,32.0,M,Berlin,Senior,Java/JS Developer,11.0,,87000.0,,,,English,,1000+,Product,,,
356,15/12/2018 20:43:02,30.0,M,Berlin,Senior,Senior Software Engineer (Data Engineer),8.0,,66000.0,,,,English,,100-1000,Startup,,,
357,15/12/2018 20:48:25,,M,München,Middle,IT-Consultant,5.0,,50000.0,,,,Deutsch,,10-50,Agency,,,
358,15/12/2018 21:06:19,,M,Frankfurt,Junior,System administrator,1.0,,30000.0,,,,Russian,,up to 10,Product,,,
359,15/12/2018 21:12:04,31.0,M,Berlin,Senior,Scala Developer,9.0,,60000.0,,,,English,,1000+,Startup,,,
360,15/12/2018 21:15:02,34.0,M,Berlin,Senior,Senior Software Engineer ,12.0,,75000.0,,,,English,,100-1000,Startup,,,
361,15/12/2018 21:15:37,30.0,M,,Senior,CTO,10.0,,130000.0,,,,English,,50-100,,,,
362,15/12/2018 21:22:42,26.0,M,München,Senior,iOS Developer,4.0,,70000.0,,,,Russian,,50-100,Product,,,
363,15/12/2018 21:38:11,28.0,M,München,Middle,IT Consultant,3.0,,62000.0,,,,Deutsch,,1000+,Consulting Company,,,
364,15/12/2018 21:41:10,34.0,M,Berlin,Senior,QA,8.0,,53500.0,,,,English,,100-1000,Startup,,,
365,15/12/2018 22:11:05,24.0,M,Köln,Junior,Software Engineer,4.0,,87975.0,,,,English,,1000+,Product,,,
366,15/12/2018 22:24:04,31.0,M,Berlin,Senior,Team lead PHP,10.0,,60000.0,,,,English,,100-1000,Product,,,
367,15/12/2018 22:24:07,31.0,F,Eindhoven,Middle,Data scientist,4.0,,,,,,English,,50-100,Product,,,
368,15/12/2018 22:32:31,31.0,M,Berlin,Senior,Team Lead,9.0,,70000.0,,,,English,,1000+,Product,,,
369,15/12/2018 22:46:17,26.0,M,Berlin,Senior,Full stack developer,6.0,,60000.0,,,,English,,10-50,Startup,,,
370,15/12/2018 23:02:13,27.0,M,München,Middle,Web Analytics Manager,3.0,,55000.0,,,,English,,1000+,Product,,,
371,15/12/2018 23:10:31,32.0,M,Prague,Senior,Engineering Manager,11.0,,70000.0,,,,English,,1000+,Product,,,
372,15/12/2018 23:34:27,34.0,M,München,Senior,Java Developer,14.0,,70000.0,,,,Russian,,10-50,Startup,,,
373,16/12/2018 00:10:34,33.0,M,Berlin,Senior,Senior PHP Developer,10.0,,54000.0,,,,English,,50-100,Product,,,
374,16/12/2018 00:15:34,35.0,M,München,Senior,Deep Learning Researcher (PHD),7.0,,130000.0,,,,English,,100-1000,Product,,,
375,16/12/2018 00:41:52,,M,München,Senior,Software Architekt ,18.0,,140000.0,,,,Deutsch,,100-1000,Agency,,,
376,16/12/2018 01:41:06,34.0,M,Berlin,Senior,Senior Software Engineer,10.0,,76000.0,,,,English,,100-1000,Startup,,,
377,16/12/2018 01:57:27,35.0,M,Berlin,Middle,Solution Engineer,5.0,,53000.0,,,,English,,100-1000,Startup,,,
378,16/12/2018 07:33:00,30.0,M,Moscow,Senior,Senior software engineer,10.0,,31500.0,,,,Russian,,1000+,Agency,,,
379,16/12/2018 07:36:39,36.0,M,Stockholm,Senior,Senior SQL Server DBA/Developer,13.0,,58000.0,,,,English,,50-100,Product,,,
380,16/12/2018 10:20:57,37.0,M,Berlin,Senior,QA Automation,6.0,,52000.0,,,,English,,100-1000,Product,,,
381,16/12/2018 10:39:55,30.0,M,Berlin,Senior,Lead developer,9.0,,75000.0,,,,English,,50-100,Startup,,,
382,16/12/2018 10:45:23,37.0,F,Berlin,Senior,Senior Software Ingenieur Java,10.0,,68000.0,,,,Deutsch,,100-1000,IT Dienstleistungen ,,,
383,16/12/2018 10:49:01,28.0,M,München,Senior,.net developer ,7.0,,60000.0,,,,English,,10-50,Product,,,
384,16/12/2018 10:50:12,29.0,M,Berlin,Senior,Frontend developer,6.0,,58000.0,,,,English,,100-1000,Product,,,
385,16/12/2018 11:11:12,37.0,M,München,Senior,Lead Architect,15.0,,110000.0,,,,Deutsch,,1000+,Agency,,,
386,16/12/2018 11:17:00,30.0,M,München,Senior,Quality engineer,7.0,,68000.0,,,,English,,100-1000,Product,,,
387,16/12/2018 11:51:14,30.0,M,München,Senior,Team Lead,9.0,,70000.0,,,,English,,100-1000,Startup,,,
388,16/12/2018 12:10:47,30.0,M,Amsterdam ,Senior,Devops,10.0,,70000.0,,,,English,,100-1000,Product,,,
389,16/12/2018 12:50:24,32.0,F,München,Middle,Scrum Master,12.0,,72000.0,,,,English,,100-1000,Product,,,
390,16/12/2018 13:01:21,34.0,M,Frankfurt,Middle,Software Test Engineer,8.0,,60000.0,,,,English,,100-1000,Agency,,,
391,16/12/2018 13:31:18,22.0,M,"Belgrade, Serbia",Senior,Sr. JS Developer,10.0,,120000.0,,,,English,,100-1000,Agency,,,
392,16/12/2018 14:59:51,35.0,M,Kyiv,Senior,Javascript Developer,10.0,,43000.0,,,,Russian,,10-50,Product,,,
393,16/12/2018 15:55:00,28.0,F,München,Junior,SAP Business Analyst,1.0,,60000.0,,,,Deutsch,,1000+,Manufacturing,,,
394,16/12/2018 17:20:10,29.0,M,Berlin,Senior,Senior Backend Developer,7.0,,70000.0,,,,English,,100-1000,Product,,,
395,16/12/2018 17:58:53,34.0,F,Berlin,Senior,UX Designer,4.0,,48000.0,,,,English,,10-50,Startup,,,
396,16/12/2018 18:16:01,31.0,F,München,Middle,Business Intelligence Analyst,4.0,,67000.0,,,,English,,1000+,Product,,,
397,16/12/2018 18:18:30,28.0,F,Berlin,Middle,Product manager,1.0,,36000.0,,,,English,,10-50,Startup,,,
398,16/12/2018 18:58:21,25.0,M,Berlin,Middle,Software Developer (Python Backend),3.0,,75000.0,,,,English,,50-100,Product,,,
399,16/12/2018 19:01:40,30.0,M,Frankfurt,Middle,System administrator ,9.0,,65000.0,,,,English,,100-1000,Stock market ,,,
400,16/12/2018 19:14:58,37.0,M,Berlin,Senior,Software Engineer ,6.0,,63000.0,,,,English,,100-1000,Product,,,
401,16/12/2018 19:20:34,33.0,F,München,Senior,Java Developer,11.0,,60000.0,,,,English,,100-1000,telecom operator,,,
402,16/12/2018 19:25:43,34.0,M,Amsterdam,Senior,Designer,10.0,,57000.0,,,,English,,50-100,Product,,,
403,16/12/2018 19:53:03,30.0,M,Frankfurt,Senior,Data Scientist,7.0,,112000.0,,,,Deutsch,,100-1000,Product,,,
404,16/12/2018 20:13:37,27.0,M,Berlin,Senior,Software Engineer,11.0,,100000.0,,,,English,,1000+,Ecommerce,,,
405,16/12/2018 20:20:45,30.0,M,München,Senior,CTO ,5.0,,72000.0,,,,English,,up to 10,Startup,,,
406,16/12/2018 21:06:21,30.0,F,Berlin,Senior,Lead Developer,11.0,,78000.0,,,,English,,1000+,Startup,,,
407,16/12/2018 21:14:16,32.0,F,München,Junior,java fullsteck developer,3.0,,44000.0,,,,Deutsch,,100-1000,Product,,,
408,16/12/2018 21:28:14,31.0,M,Nürnberg,Middle,Software Engineer,6.0,,59000.0,,,,Deutsch,,1000+,Consulting,,,
409,16/12/2018 21:48:16,38.0,M,München,Senior,QA,10.0,,66000.0,,,,Deutsch,,100-1000,Product,,,
410,16/12/2018 22:04:56,,M,München,Senior,"Unreal Engine Developer, System Architect",11.0,,60000.0,,,,English,,up to 10,Startup,,,
411,16/12/2018 23:03:08,36.0,M,Hamburg,Senior,Senior Software Developer,10.0,,65000.0,,,,English,,100-1000,Product,,,
412,17/12/2018 00:02:54,31.0,F,München,Middle,Java Developer,9.0,,47000.0,,,,English,,10-50,Agency,,,
413,17/12/2018 00:07:22,33.0,M,Amsterdam,Middle,Tech lead,9.0,,60000.0,,,,English,,100-1000,Product,,,
414,17/12/2018 06:07:53,36.0,M,,Senior,SAP Consultant,12.0,,72000.0,,,,English,,1000+,,,,
415,17/12/2018 07:09:56,26.0,M,München,Senior,JavaScript Developer,5.0,,68400.0,,,,Team - Russian; Cross-team - English;,,1000+,Agency,,,
416,17/12/2018 07:56:36,37.0,M,Berlin,Senior,Software engineer ,15.0,,55000.0,,,,Deutsch,,100-1000,Product,,,
417,17/12/2018 08:14:34,31.0,M,München,Senior,Senior PHP developer,12.0,,60000.0,,,,English,,1000+,Product,,,
418,17/12/2018 08:37:06,29.0,M,München,Senior,DevOps,9.0,,70000.0,,,,English,,50-100,Startup,,,
419,17/12/2018 09:16:45,30.0,M,München,Senior,Senior iOS Developer,8.0,,65000.0,,,,English,,1000+,Product,,,
420,17/12/2018 10:07:20,43.0,M,Berlin,Senior,Consultant,18.0,,70000.0,,,,Deutsch,,50-100,Product,,,
421,17/12/2018 10:45:22,30.0,M,München,Senior,Test Engineer,10.0,,80000.0,,,,Russian,,100-1000,Product,,,
422,17/12/2018 11:00:28,29.0,F,Berlin,Junior,,1.0,,47000.0,,,,English,,100-1000,Product,,,
423,17/12/2018 11:19:25,32.0,M,Berlin,Senior,Developer,12.0,,66000.0,,,,English,,50-100,Startup,,,
424,17/12/2018 11:22:40,42.0,M,Karlskrona,Senior,Java Developer,15.0,,67200.0,,,,English,,1000+,Product,,,
425,17/12/2018 11:37:08,31.0,,München,Senior,Software Engineer,14.0,,85000.0,,,,English,,1000+,Product,,,
426,17/12/2018 12:11:26,36.0,M,Berlin,Senior,CTO,15.0,,89000.0,,,,English,,10-50,Startup,,,
427,17/12/2018 13:17:43,31.0,M,Berlin,Senior,Devops,6.0,,72000.0,,,,English,,1000+,Product,,,
428,17/12/2018 13:21:02,28.0,M,München,Senior,DB Developer,5.0,,69000.0,,,,English,,1000+,Product,,,
429,17/12/2018 14:07:36,34.0,M,Berlin,Senior,Senior Software Engineer,15.0,,60000.0,,,,English,,1000+,Product,,,
430,17/12/2018 14:07:40,36.0,M,Berlin,Middle,Ruby Developer,2.0,,53000.0,,,,English,,50-100,Startup,,,
431,17/12/2018 14:11:08,43.0,M,Berlin,Senior,SAP Consulter/ABAP Developer ,16.0,,86000.0,,,,Deutsch,,50-100,Consulting,,,
432,17/12/2018 14:23:30,29.0,M,Krakau,Senior,DevOps Engineer,11.0,,45000.0,,,,English,,1000+,Outsourcing,,,
433,17/12/2018 14:25:20,27.0,M,München,Senior,Java Developer,5.0,,72000.0,,,,Russian,,50-100,Startup,,,
434,17/12/2018 14:50:45,30.0,M,München,Middle,Business Analyst/RE,3.0,,65000.0,,,,Deutsch,,1000+,Product,,,
435,17/12/2018 14:57:03,28.0,F,Vienna,Senior,C++ sr. s/w dev,6.0,,75000.0,,,,English,,10-50,Product,,,
436,17/12/2018 15:37:57,22.0,M,München,Junior,iOS Developer,3.0,,47000.0,,,,Deutsch,,100-1000,Agency,,,
437,17/12/2018 15:40:30,25.0,M,Berlin,Senior,Android dev,6.0,,60000.0,,,,English,,100-1000,Product,,,
438,17/12/2018 15:55:56,28.0,M,München,Middle,C++ Developer,6.0,,50000.0,,,,English,,100-1000,Agency,,,
439,17/12/2018 16:01:29,36.0,M,Berlin,Senior,Senior Web Deleloper,8.0,,55000.0,,,,English,,10-50,Startup,,,
440,17/12/2018 16:14:23,35.0,M,London,Senior,Software developer,12.0,,111000.0,,,,English,,100-1000,Product,,,
441,17/12/2018 16:16:50,28.0,F,Stockholm,Middle,Automation Test Engineer,6.0,,40800.0,,,,English,,100-1000,Product,,,
442,17/12/2018 16:18:13,48.0,M,Bitburg,Senior,SSE,18.0,,92100.0,,,,Deutsch,,100-1000,Product,,,
443,17/12/2018 16:18:33,23.0,M,Nürnberg,Middle,Java Developer,5.0,,73000.0,,,,English,,1000+,Product,,,
444,17/12/2018 16:19:47,24.0,M,Berlin,Middle,Scala Developer,4.0,,54000.0,,,,English,,10-50,Product,,,
445,17/12/2018 16:25:33,25.0,M,Gdansk,Senior,Java Developer,3.0,,38000.0,,,,English,,1000+,Outsorce,,,
446,17/12/2018 16:46:55,30.0,M,Berlin,Senior,Web Developer,8.0,,75000.0,,,,English,,1000+,Product,,,
447,17/12/2018 16:59:49,28.0,M,Berlin,Senior,Senior .Net Developer,8.0,,66000.0,,,,English,,10-50,Product,,,
448,17/12/2018 17:08:52,31.0,M,Berlin,Senior,Software Developer,9.0,,70000.0,,,,English,,50-100,Product,,,
449,17/12/2018 17:09:25,31.0,M,Stuttgart,Senior,Data Engineer,10.0,,60000.0,,,,English,,10-50,Product,,,
450,17/12/2018 17:28:36,27.0,M,Berlin,Senior,Front End Engineer,8.0,,70000.0,,,,English,,100-1000,Product,,,
451,17/12/2018 17:53:50,,F,Berlin,Junior,Werkstudent Testautomatisierung,1.0,,10300.0,,,,Deutsch,,100-1000,Product,,,
452,17/12/2018 18:24:15,30.0,M,München,Senior,Full Stack Developer,9.0,,75000.0,,,,English,,1000+,Product,,,
453,17/12/2018 18:35:33,,M,Berlin,Senior,ios вумудщзук,30.0,,65000.0,,,,English,,50-100,Startup,,,
454,17/12/2018 18:36:29,25.0,M,Poland,Middle,QA Engineer,2.5,,24000.0,,,,Polish,,1000+,Product,,,
455,17/12/2018 18:58:02,23.0,M,München,Middle,iOS Developwr,2.0,,52000.0,,,,Deutsch,,50-100,Agency,,,
456,17/12/2018 19:02:21,33.0,M,Prague,Senior,.NET Developer,10.0,,39600.0,,,,English,,1000+,Outsource,,,
457,17/12/2018 19:18:13,31.0,M,München,Middle,DevOps,9.0,,64400.0,,,,English,,100-1000,Product,,,
458,17/12/2018 20:23:15,33.0,M,Düsseldorf,Senior,C++ Software Engineer,12.0,,57000.0,,,,Russian,,up to 10,Product,,,
459,17/12/2018 20:30:05,,M,Frankfurt,Senior,QA,9.0,,52000.0,,,,English,,1000+,Product,,,
460,17/12/2018 20:49:55,31.0,M,Luxembourg,Middle,Software Development Engineer,6.0,,77000.0,,,,English,,1000+,Product,,,
461,17/12/2018 21:46:00,,M,München,Senior,Engineering consultant,20.0,,48000.0,,,,English,,1000+,consulting,,,
462,17/12/2018 21:53:50,34.0,M,Berlin,Senior,Senior Software Engineer,12.0,,67000.0,,,,English,,100-1000,Startup,,,
463,17/12/2018 22:22:14,32.0,M,Berlin,Senior,C# Developer ,5.0,,55000.0,,,,English,,10-50,Product,,,
464,17/12/2018 23:00:51,31.0,M,Berlin,Senior,Senior Java Developer,9.0,,85000.0,,,,English,,1000+,Product,,,
465,17/12/2018 23:02:20,33.0,M,Stuttgart,Senior,Python Developer,8.0,,57800.0,,,,English,,100-1000,Product,,,
466,17/12/2018 23:16:24,26.0,M,Berlin,Middle,Android developer,4.0,,20400.0,,,,English,,10-50,Product,,,
467,17/12/2018 23:36:53,30.0,M,Krakow,Senior,Project Manager,7.0,,44000.0,,,,Russian,,1000+,Outsource,,,
468,18/12/2018 00:05:45,33.0,F,London,Senior,Product Manager,10.0,,70000.0,,,,English,,100-1000,Agency,,,
469,18/12/2018 01:03:19,25.0,M,,Middle,C# Developer,2.0,,24000.0,,,,Russian,,10-50,Product,,,
470,18/12/2018 01:03:23,25.0,M,,Middle,C# Developer,2.0,,24000.0,,,,Russian,,10-50,Product,,,
471,18/12/2018 02:42:05,26.0,F,München,Middle,Software developer,4.0,,47300.0,,,,English,,50-100,Product,,,
472,18/12/2018 06:50:08,45.0,M,Berlin,Middle,java developer,8.0,,53000.0,,,,Deutsch,,1000+,Agency,,,
473,18/12/2018 09:00:13,,M,Krakow,Senior,Java Developer,10.0,,23162.0,,,,English,,100-1000,Product,,,
474,18/12/2018 09:10:10,36.0,M,Ludwigsburg,Senior,System Architect,10.0,,100000.0,,,,Deutsch,,1000+,GmbH,,,
475,18/12/2018 09:36:30,35.0,M,München,Senior,Head of Development,11.0,,100000.0,,,,Deutsch,,100-1000,Product,,,
476,18/12/2018 09:44:01,38.0,M,München,Senior,PHP Full Stack Developer,15.0,,60000.0,,,,English,,up to 10,Product,,,
477,18/12/2018 10:00:53,45.0,F,München,Middle,System Analyst,,,90000.0,,,,English,,1000+,Product,,,
478,18/12/2018 10:06:00,38.0,M,Berlin,Senior,Senior Java Developer,15.0,,60000.0,,,,English,,1000+,Startup,,,
479,18/12/2018 10:10:49,35.0,M,Berlin,Senior,CTO,13.0,,60000.0,,,,English,,up to 10,Startup,,,
480,18/12/2018 10:15:08,32.0,M,München,,DevOps,10.0,,75000.0,,,,English,,1000+,Product,,,
481,18/12/2018 10:37:10,35.0,M,München,Middle,DevOps engineer,11.0,,60000.0,,,,English,,10-50,Startup,,,
482,18/12/2018 10:40:46,30.0,M,Hamburg,Middle,QA Engineer,5.0,,56000.0,,,,English,,100-1000,Product,,,
483,18/12/2018 11:14:53,32.0,M,Berlin,Senior,BI Developer,7.0,,55000.0,,,,English,,50-100,Startup,,,
484,18/12/2018 11:16:23,45.0,M,Essen,Senior,Senior quant,20.0,,80000.0,,,,English,,1000+,Corporation,,,
485,18/12/2018 11:17:41,,M,München,Senior,Senior Java Developer,18.0,,75000.0,,,,English,,100-1000,Product,,,
486,18/12/2018 11:20:41,37.0,M,Berlin,Senior,Senior Software Engineer,15.0,,86000.0,,,,English,,10-50,Product,,,
487,18/12/2018 11:25:57,21.0,F,Strasbourg,Junior,Data Developer,2.0,,17532.0,,,,French,,1000+,Product,,,
488,18/12/2018 11:43:01,,M,"Alicante, Spain",Senior,Ruby developer,5.0,,34000.0,,,,Russian,,50-100,Agency,,,
489,18/12/2018 11:49:24,32.0,M,München,Senior,Senior Software Engineer,10.0,,69000.0,,,,English,,100-1000,Product,,,
490,18/12/2018 11:49:42,32.0,M,München,Senior,Senior Software Engineer,10.0,,69000.0,,,,English,,100-1000,Product,,,
491,18/12/2018 11:50:35,38.0,M,Berlin,Senior,Data Scientist,5.0,,60000.0,,,,English,,up to 10,Product,,,
492,18/12/2018 12:00:16,27.0,M,Warsaw,Middle,Data Processing Specialist,2.0,,19200.0,,,,Polish,,50-100,Product,,,
493,18/12/2018 12:46:46,37.0,M,,Middle,Python developer,2.0,,30000.0,,,,English,,10-50,Product,,,
494,18/12/2018 12:49:44,27.0,M,München,Senior,Frontend,7.0,,75000.0,,,,English,,100-1000,Product,,,
495,18/12/2018 12:56:33,35.0,M,München,Senior,Full stack developer,13.0,,63000.0,,,,English,,1000+,Product,,,
496,18/12/2018 13:00:19,28.0,M,Memmingen,Senior,Senior Software engineer,8.0,,92000.0,,,,English,,10-50,IT Consulting ,,,
497,18/12/2018 13:03:59,33.0,M,Berlin,Middle,Software Developer,5.0,,51750.0,,,,Deutsch,,10-50,Startup,,,
498,18/12/2018 13:22:40,34.0,F,München,Middle,PHP Dev,,,62000.0,,,,English,,1000+,Product,,,
499,18/12/2018 13:27:34,36.0,M,Amsterdam,Senior,Senior Automation Test Engineer,13.0,,80000.0,,,,English,,100-1000,Product,,,
500,18/12/2018 13:50:03,30.0,F,München,Middle,QA,5.0,,58000.0,,,,English,,1000+,Product,,,
501,18/12/2018 13:50:32,31.0,M,Berlin,Junior,Engineering Manager,12.0,,108000.0,,,,English,,100-1000,Product,,,
502,18/12/2018 13:53:39,37.0,M,München,Middle,Operations,15.0,,72000.0,,,,English,,1000+,Product,,,
503,18/12/2018 14:11:38,33.0,M,Tallinn,Senior,Software Engineer,10.0,,38400.0,,,,English,,1000+,Product,,,
504,18/12/2018 14:16:32,31.0,M,Berlin,Senior,Golang developer,8.0,,65000.0,,,,English,,10-50,Startup,,,
505,18/12/2018 14:21:49,30.0,M,Berlin,Senior,Software Engineer,8.0,,70000.0,,,,English,,1000+,Product,,,
506,18/12/2018 14:23:48,31.0,F,München,Middle,QA,6.0,,51000.0,,,,English,,50-100,Product,,,
507,18/12/2018 14:28:00,24.0,F,München,Middle,Softwaredeveloper,4.0,,57000.0,,,,English,,10-50,Agency,,,
508,18/12/2018 14:28:27,36.0,M,Berlin,Senior,Senior Software Developer,15.0,,75000.0,,,,English,,100-1000,Product,,,
509,18/12/2018 14:55:05,40.0,M,München,Senior,Front End developer,12.0,,69600.0,,,,English,,100-1000,Product,,,
510,18/12/2018 15:21:18,33.0,M,Köln,Senior,Team Lead,10.0,,85000.0,,,,Deutsch,,100-1000,Product,,,
511,18/12/2018 15:27:24,34.0,M,München,Senior,Software Engineer,10.0,,68000.0,,,,English,,100-1000,Product,,,
512,18/12/2018 15:31:57,31.0,M,München,Senior,Senior software engineer ,9.0,,65000.0,,,,English,,1000+,Product,,,
513,18/12/2018 15:36:09,37.0,M,Stuttgart,Senior,DevOps (MS Stack),6.0,,58500.0,,,,Deutsch,,100-1000,Product,,,
514,18/12/2018 15:48:51,32.0,M,Berlin,Senior,Head of Data Science,9.0,,130000.0,,,,English,,50-100,Startup,,,
515,18/12/2018 16:15:47,32.0,M,Frankfurt,Senior,DevOps Architect,10.0,,80000.0,,,,English,,1000+,Agency,,,
516,18/12/2018 16:28:33,30.0,M,Berlin,Senior,Sr. Engineer,12.0,,65000.0,,,,English,,50-100,Startup,,,
517,18/12/2018 16:36:17,42.0,M,Berlin,Senior,qa ta architect,15.0,,68000.0,,,,English,,50-100,Product,,,
518,18/12/2018 17:15:11,32.0,M,Dublin,Senior,.NET Developer,10.0,,96000.0,,,,English,,100-1000,Product,,,
519,18/12/2018 17:34:39,,M,Zurich,,,,,150000.0,,,,English,,1000+,Product,,,
520,18/12/2018 17:43:31,35.0,M,Hamburg,Senior,Senior PHP Developer,15.0,,60000.0,,,,Deutsch,,10-50,Startup,,,
521,18/12/2018 18:58:10,29.0,M,München,Senior,Head of Software Engineering ,11.0,,120000.0,,,,English,,50-100,Startup,,,
522,18/12/2018 19:09:28,27.0,F,München,Middle,QA Engineer,6.0,,70000.0,,,,English,,100-1000,Product,,,
523,18/12/2018 19:16:53,30.0,M,,Middle,Web Developer,9.0,,44000.0,,,,English,,100-1000,Product,,,
524,18/12/2018 19:59:16,27.0,M,Hamburg,Middle,Software Engineer,5.0,,58500.0,,,,,,100-1000,Agency,,,
525,18/12/2018 20:17:49,30.0,F,Berlin,Middle,Quality Engineer,9.0,,55000.0,,,,English,,100-1000,Startup,,,
526,18/12/2018 20:31:26,30.0,M,München,Senior,Java dev,6.0,,70000.0,,,,English,,50-100,Startup,,,
527,18/12/2018 20:35:56,28.0,M,München,Middle,,7.0,,60000.0,,,,English,,50-100,Startup,,,
528,18/12/2018 20:46:41,33.0,M,oslo,Senior,,,,80000.0,,,,English,,up to 10,Startup,,,
529,18/12/2018 21:06:49,25.0,M,Münster,Middle,PHP developer,4.0,,42000.0,,,,English,,1000+,Product,,,
530,18/12/2018 21:12:58,35.0,M,Krakow,Senior,Staff Technical Product Manager,7.0,,47000.0,,,,English,,100-1000,Product,,,
531,18/12/2018 21:43:22,31.0,M,München,Senior,PHP Tech Lead,7.0,,68000.0,,,,English,,100-1000,Product,,,
532,18/12/2018 21:53:24,33.0,M,München,Middle,.NET Developer,4.0,,65000.0,,,,Deutsch,,1000+,IT Consultancy ,,,
533,18/12/2018 21:55:11,,F,,Senior,UI Designer,10.0,,56000.0,,,,Deutsch,,10-50,Product,,,
534,18/12/2018 21:55:29,32.0,M,,Senior,.NET Developer,11.0,,65000.0,,,,English,,50-100,Agency,,,
535,18/12/2018 22:20:17,,F,Berlin,Junior,Pyhon developer,2.0,,47250.0,,,,English,,100-1000,Startup,,,
536,18/12/2018 22:23:02,33.0,M,Berlin,Senior,C++ Software Developer,12.0,,87000.0,,,,English,,1000+,Product,,,
537,18/12/2018 22:30:11,32.0,M,München,Senior,Java Team Lead,12.0,,85000.0,,,,English,,100-1000,Product,,,
538,18/12/2018 22:40:10,35.0,F,München,Junior,Quality assurance,3.0,,39000.0,,,,English,,100-1000,Product,,,
539,18/12/2018 23:13:00,40.0,F,Frankfurt,Middle,DB ,4.0,,65000.0,,,,Deutsch,,100-1000,,,,
540,19/12/2018 00:39:49,28.0,M,Berlin,Senior,Data Scientist,6.0,,65000.0,,,,English,,10-50,Startup,,,
541,19/12/2018 09:46:25,35.0,M,München,Senior,Senior Software Developer,13.0,,65000.0,,,,Deutsch,,1000+,Product,,,
542,19/12/2018 10:19:56,34.0,M,Berlin,Senior,Software Developer,15.0,,69000.0,,,,English,,100-1000,Product,,,
543,19/12/2018 10:27:08,31.0,M,Berlin,Senior,Fullstack Engineer,8.0,,77000.0,,,,English,,100-1000,Product,,,
544,19/12/2018 10:33:03,32.0,M,Berlin,Senior,Software engineer,7.0,,73000.0,,,,Deutsch,,100-1000,Product,,,
545,19/12/2018 10:34:21,32.0,M,Berlin,Senior,Senior automation qa,10.0,,65000.0,,,,English,,100-1000,Product,,,
546,19/12/2018 10:35:53,30.0,M,München,Senior,Android developer,5.0,,60000.0,,,,English,,1000+,Product,,,
547,19/12/2018 10:47:26,29.0,F,München,Middle,QA automation ,6.0,,55000.0,,,,English,,100-1000,Agency,,,
548,19/12/2018 11:17:07,60.0,F,München,,PL SQL / C#,38.0,,58000.0,,,,Deutsch,,up to 10,Product,,,
549,19/12/2018 11:29:18,50.0,M,Köln,Senior,Senior Consulter,20.0,,72000.0,,,,Deutsch,,1000+,IT Service Provider,,,
550,19/12/2018 12:23:56,29.0,M,München,Senior,Senior Java Developer,6.0,,75000.0,,,,English,,10-50,Product,,,
551,19/12/2018 12:28:51,31.0,M,Frankfurt,Middle,devops,5.0,,55000.0,,,,English,,100-1000,Startup,,,
552,19/12/2018 12:35:39,29.0,M,Berlin,Senior,Team Lead,7.0,,70000.0,,,,English,,100-1000,Product,,,
553,19/12/2018 12:36:41,36.0,M,Tallinn,Senior,,15.0,,57000.0,,,,English,,1000+,Product,,,
554,19/12/2018 12:37:33,31.0,M,Frankfurt,Senior,Cloud Architect,10.0,,75000.0,,,,English,,10-50,Agency,,,
555,19/12/2018 12:53:51,34.0,M,München,Senior,CTO,12.0,,70000.0,,,,Deutsch/Englisch,,10-50,Product,,,
556,19/12/2018 13:13:37,31.0,M,Berlin,Senior,C++ Developer,4.0,,65000.0,,,,English,,1000+,Product,,,
